FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,PYMT_TYP_EN_DESC,PYMT_TYP_FR_DESC,AVLBL_PREV_YR_AMT,MAIN_ESTMT_AMT,SPLMTRY_ESTMT_AMT,ADJ_AMT,WRNT_AMT,TRNFR_AMT,TP_EN_DESC,TP_FR_DESC,TP_DTL_EN_DESC,TP_DTL_FR_DESC,CRNT_YR_USED_AMT,C_VRNC_AMT,AVLBL_SBSQT_YR_AMT,NET_XPND_PY_AMT
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,15000000,0,0,0,0,"Contributions to the Stem Cell Network","Contributions au Réseau de cellules souches",,,15000000,0,0,6000000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,13600000,0,0,0,0,"Contributions to the Canadian Institute for Advanced Research - Pan Canadian Artificial Intelligence Strategy","Contributions à l'Institut canadien de recherches avancées pour la stratégie pancanadienne en matière d'intelligence artificielle",,,10031302,3568698,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,11500000,510264,0,0,0,"Contributions under the Black Entrepreneurship Program: Knowledge Hub and Loan Fund","Contributions en vertu du Programme pour l'entrepreneuriat des communautés noires : Le Carrefour du savoir et le Fonds de prêts",,,11646544,363720,0,20191345
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,11000000,429412,0,0,0,"Contributions to the National Artificial Intelligence Institutes","Contributions aux instituts nationaux d'intelligence artificielle",,,11429412,0,0,5700657
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,10800000,0,0,0,0,"Contributions to the Canadian Institute for Advanced Research","Contributions à l'Institut canadien de recherches avancées",,,10800000,0,0,8900000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,10800000,0,0,0,420983,"Contributions under the Youth Employment Strategy - Digital Skills for Youth program","Contributions dans le cadre de la Stratégie emploi jeunesse - programme Compétences numériques des jeunes",,,11220982,1,0,64218441
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,10750991,0,0,0,-955629,"Contributions under the Technology Demonstration Program","Contributions en vertu du Programme de démonstration de technologies",,,9795362,0,0,17759202
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,10000000,0,0,0,0,"Contributions to the Perimeter Institute for Theoretical Physics","Contributions à l'Institut Périmètre pour la physique théorique",,,10000000,0,0,10000000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,9494000,2749373,0,0,0,"Contributions under the Diverse and Inclusive Economy Program","Contributions au titre du Programme d'économie diversifiée et inclusive",,,7718432,4524941,0,1181255
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,9001489,5998511,0,0,0,"Contributions for the Tourism Relief Fund","Contributions en vertu du Fonds d'aide au tourisme",,,11615338,3384662,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,7800000,0,0,0,0,"Contributions for dedicated computing capacity in Artificial Intelligence","Contributions dans le cadre des capacités informatiques dédiées à l'intelligence artificielle",,,618628,7181372,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,7675000,0,0,0,0,"Contributions to Futurpreneur Canada","Contributions à Futurpreneur Canada",,,7675000,0,0,7675000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,7462900,0,0,0,-1000000,"Contribution to the University of Victoria for the purpose of the National Centre for Indigenous Law","Contribution à l'Université de Victoria aux fins d'un centre national pour le droit autochtone",,,1515636,4947264,0,280216
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,5000000,0,0,0,0,"Contributions to the University of Waterloo for the purpose of the Institute for Quantum Computing","Contributions à l'Université de Waterloo aux fins de l'Institut de l'informatique quantique",,,5000000,0,0,5000000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,5000000,0,0,0,0,"Contributions to Let's Talk Science","Contributions à Parlons sciences",,,5000000,0,0,5000000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,4797085,0,0,0,-60000,"Contributions under the Youth Employment Strategy - Computers for Schools intern program","Contributions dans le cadre de la Stratégie emploi jeunesse - programme de stages des Ordinateurs pour les écoles",,,4734149,2936,0,7341932
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,4663157,0,0,0,0,"Contributions under the Computers for Schools Program","Contributions dans le cadre du programme des Ordinateurs pour les écoles",,,4663156,1,0,4675532
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,2800000,0,0,0,0,"Contributions under the Support for Women Entrepreneurs program","Contributions en vertu du programme de soutien aux femmes entrepreneures",,,2800000,0,0,2800000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,2750000,0,0,0,1000000,"Contributions to the Council of Canadian Academies","Contributions au Conseil des académies canadiennes",,,3750000,0,0,4075000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,1690000,0,0,0,0,"Contributions under the Program for Non-Profit Consumer and Voluntary Organizations","Contributions en vertu du Programme pour les organisations sans but lucratif de consommateurs et de bénévoles",,,1689412,588,0,1689800
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,1535145,0,0,0,1298214,"Contributions under the Strategic Aerospace and Defence Initiative","Contributions en vertu de l'Initiative stratégique pour l'aérospatiale et la défense",,,2833359,0,0,10236218
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,427333,0,0,0,260668,"Contributions under the Strategic Activities Program","Contributions en vertu du Programme d'activités stratégiques",,,688001,0,0,6808988
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,5323627,0,0,0,"Contributions for the Business/Higher Education Roundtable","Contributions à la Table ronde du milieu des affaires et de l'enseignement supérieur",,,4356856,966771,0,6861558
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,4900000,0,0,0,"Contributions to Praxis Spinal Cord Institute","Contributions à Praxis Institut de la moelle épinière",,,4900000,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,4000000,0,0,0,"Contributions to the Coordinated Accessible National Health Network","Contributions au Réseau de santé coordonné, accessible, national",,,2507437,1492563,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,4000000,0,0,0,"Contributions under the ElevateIP program","Contributions en vertu du programme ÉleverlaPI",,,1002427,2997573,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,900000,0,0,0,"Contributions under the Affordable Access Initiative","Contributions dans le cadre du programme d'accès abordable",,,900000,0,0,1803397
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,646833,0,0,-138202,"Contributions under the Digital Literacy Exchange Program","Contributions dans le cadre du programme d'échange en matière de littératie numérique",,,508631,0,0,7840799
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,553961,0,0,-553961,"Contributions for the Accessible Technology Development program","Contributions pour le programme de développement de la technologie accessible",,,0,0,0,6761117
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,134271103,0,-73901493,0,0,"(S) Liabilities under the Canada Small Business Financing Act (S.C., 1998, c. 36)","(S) Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada (L.C. (1998), ch. 36)",,,60369610,0,0,82146609
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,12437350,0,-2699481,0,0,"(S) CIFAR - Pan-Canadian Artificial Intelligence Strategy (Budget Implementation Act, 2017, No. 1)","(S) ICRA pour la stratégie pancanadienne en matière d'intelligence artificielle (Loi n°1 d'exécution du budget de 2017)",,,9737869,0,0,25849032
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,0,-1785,0,0,"(S) Liabilities under the Small Business Loans Act (R.S., 1985, c. S-11)","(S) Obligations contractées en vertu de la Loi sur les prêts aux petites entreprises (L.R., 1985, ch. S-11)",,,-1785,0,0,0
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,"Department of Industry","Ministère de l'Industrie",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,132356060
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,92919522,320239600,0,0,0,"Incentives for Zero-Emission Vehicles Program","Programme d'incitatifs pour l'utilisation de véhicules zéro émission",,,269784720,143374402,0,264722488
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,32658432,275970,0,0,409865,"Grant to the Province of British Columbia in respect of the provision of ferry and coastal freight and passenger services","Subvention à la province de la Colombie-Britannique à l'égard de la prestation de services de traversier et de cabotage pour marchandises et voyageurs",,,33344267,0,0,32182708
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,6600000,2944300,0,0,-513637,"Program to Advance Indigenous Reconciliation","Programme visant à favoriser la réconciliation avec les peuples autochtones",,,2020333,7010330,0,331585
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,2100000,0,0,0,0,"Grant for Innovative Solutions Canada","Subvention pour Solutions innovatrices Canada",,,0,2100000,0,1015329
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,2000000,0,0,0,-1374307,"Community Participation Funding Program","Programme de financement de la participation communautaire",,,625692,1,0,253577
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,800000,0,0,0,0,"Rail Safety Improvement Program","Programme d'amélioration de la sécurité ferroviaire",,,155000,645000,0,68000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,600000,130808,0,0,120000,"Grants to support Clean Transportation Program","Subventions à l'appui des transports propres",,,850808,0,0,954432
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,130000,0,0,0,-37676,"Grant to the International Civil Aviation Organization for Cooperative Development of Operational Safety and Continuing Airworthiness Program","Subvention au Programme de développement coopératif de la sécurité opérationnelle et de maintien de la navigabilité de l'Organisation de l'aviation civile internationale",,,92324,0,0,31625
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,100000,0,0,0,0,"Program to Address Disturbances from Vessel Traffic","Programme d'atténuation des perturbations liées au trafic maritime",,,100000,0,0,100000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,0,1000000,0,0,-520475,"Commemoration Fund for the Victims of the Ethiopian Airlines Tragedy","Fonds de commémoration pour les victimes de la tragédie d'Ethiopian Airlines",,,479525,0,0,0
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,0,0,0,0,530100,"Program to Protect Canada's Coastlines and Waterways","Programme pour la protection des côtes et voies navigables à travers le Canada",,,517964,12136,0,1430874
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,0,50379,0,0,-379,"Grants to support the Transportation Assets Risk Assessment initiative","Subventions pour appuyer l'initiative d'évaluation des risques liés aux actifs de transport",,,50000,0,0,174040
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Grant,Subvention,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,6250
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,1101555469,0,0,0,-30768776,"National Trade Corridors Fund","Fonds national des corridors commerciaux",,,219257054,851529639,0,232955956
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,269813900,0,0,0,0,"Airport Critical Infrastructure Program","Programme des infrastructures essentielles des aéroports",,,263217326,6596574,0,26260735
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,130122700,0,0,0,2240000,"Airports Capital Assistance Program","Programme d'aide aux immobilisations aéroportuaires",,,120767029,11595671,0,107243487
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,79102006,0,0,0,6857588,"Program to Protect Canada's Coastlines and Waterways","Programme pour la protection des côtes et voies navigables à travers le Canada",,,18754803,67204791,0,20772020
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,35587824,7306536,0,0,9970039,"Ferry Services Contribution Program","Programme de contributions aux services de traversier",,,52864399,0,0,45940083
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,20500000,11000000,0,0,0,"Rail Safety Improvement Contribution Program","Programme d'amélioration de la sécurité ferroviaire",,,18767964,12732036,0,13351623
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,14150000,22603400,0,0,0,"Remote Passenger Rail Program","Programme ferroviaire voyageur dans les collectivités éloignées",,,17190439,19562961,0,23469137
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,10569431,12000000,0,0,0,"Road Safety Transfer Payment Program","Programme de paiements de transfert pour la sécurité routière",,,19981342,2588089,0,18109467
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,8436915,0,0,0,-2853495,"Contributions to provinces toward highway improvements to enhance overall efficiency and promote safety while encouraging industrial development and tourism from a regional economic perspective: Outaouais Road Development Agreement","Contributions aux provinces pour défrayer le coût des améliorations des systèmes routiers dans le but d'augmenter leur efficacité globale et de promouvoir la sécurité, tout en encourageant, d'un point de vue régional et économique, le développement industriel et le tourisme : Entente pour le développement du réseau routier de l'Outaouais",,,1488503,4094917,0,4283677
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,5467850,0,0,0,2853495,"Major Rehabilitation Works on Victoria Bridge","Importants travaux de réhabilitation du pont Victoria",,,8321344,1,0,1903051
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,3150000,0,0,0,-448680,"Program to Address Disturbances from Vessel Traffic","Programme de lutte contre les perturbations causées par le trafic",,,2658371,42949,0,995017
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,1900000,600000,0,0,30357,"Program to Advance Indigenous Reconciliation","Programme visant à favoriser la réconciliation avec les peuples autochtones",,,2530356,1,0,553688
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,1600000,0,0,0,729951,"Airports Operations and Maintenance Subsidy Program","Programme pour l'exploitation et l'entretien des aéroports",,,2329951,0,0,1978356
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,1300000,0,0,0,1155047,"Contribution in Support of Boating Safety","Contributions à l'appui de la sécurité nautique",,,2455047,0,0,3175621
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,1000000,0,0,0,360000,"Labrador Coastal Airstrips Restoration Program","Programme de réfection des bandes d'atterrissage de la côte du Labrador",,,1360000,0,0,1360000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,536290,1221098,0,0,-221061,"Contributions to support the Transportation Assets Risk Assessment initiative","Contributions pour appuyer l'initiative d'évaluation des risques liés aux actifs de transport",,,1536327,0,0,895392
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,425310,0,0,0,-116934,"Transportation Association of Canada","Association des transports du Canada",,,308376,0,0,203170
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,259000,0,0,0,-188706,"Allowances to former employees of Newfoundland Railways, Steamships and Telecommunications Services transferred to Canadian National Railways","Allocations aux anciens employés des services des chemins de fer, des navires à vapeur et des télécommunications de Terre-Neuve mutés aux Chemins de fer nationaux du Canada",,,70294,0,0,90903
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,150000,0,0,0,0,"Contribution to Support Clean Transportation Program","Contributions à l'appui des transports propres",,,150000,0,0,150000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,100000,0,0,0,-100000,"Payments to other governments or international agencies for the operation and maintenance of airports, air navigation and airways facilities","Versements aux autres gouvernements ou organismes internationaux pour l'exploitation et l'entretien des aéroports, des installations de navigation aérienne et des voies aériennes",,,0,0,0,27616
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,24000,0,0,0,0,"Canadian Transportation Research Forum's Scholarship program","Programme de bourses pour le Groupe de recherches sur les transports au Canada",,,24000,0,0,24000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,0,0,0,0,500000,"Commemoration Fund for the Victims of the Ethiopian Airlines Tragedy","Fonds de commémoration pour les victimes de la tragédie d'Ethiopian Airlines",,,500000,0,0,0
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,0,0,0,0,4506,"Contribution to Advance Transportation Innovation","Contribution à l'avancement de l'innovation dans les transports",,,4506,0,0,206205
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,0,0,0,0,60000,"Port Asset Transfer Program","Fonds pour le Programme de transfert des installations portuaires",,,60000,0,0,44816732
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,71100485,0,0,0,1765291,"(S) Northumberland Strait Crossing Subsidy Payment under the Northumberland Strait Crossing Act (S.C., 1993, c. 43)","(S) Paiement de subvention pour l'ouvrage de franchissement du détroit de Northumberland selon la Loi sur l'ouvrage de franchissement du détroit de Northumberland (L.C. (1993), ch. 43)",,,72865776,0,0,69305533
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,3300000,0,0,0,0,"(S) Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the roadway portion of the Bridge (Vote 107, Appropriation Act No. 5, 1963, S.C., 1963, c. 42)","(S) Versements à la Compagnie des chemins de fer nationaux du Canada à l'égard de l'abolition des péages sur le pont Victoria à Montréal, et pour la réfection de la voie de circulation du pont (crédit 107, Loi des subsides no 5 de 1963, L.C. (1963), ch. 42)",,,3300000,0,0,3300000
2022/2023,22,Transport,Transports,034,"Department of Transport","Ministère des Transports",Contribution,Contribution,0,0,0,0,0,0,"Items not required for the current year","Éléments non requis pour l'exercice en cours",,,0,0,0,159321918
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Grant,Subvention,0,28600000,0,2000000,0,-1435494,"Grant under the Collaborative Science, Technology and Innovation Program","Subvention au titre du Programme de collaboration en science, en technologie et en innovation",,,28592497,572009,0,24159401
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Grant,Subvention,0,5500000,8754568,-3845238,0,0,"Grant under the Innovative Solutions Canada program","Subvention au programme Solutions innovatrices Canada",,,9566552,842778,0,9697295
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Grant,Subvention,0,560000,0,50000,0,0,"International Affiliations","Affiliations internationales",,,609608,392,0,564958
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,438473050,26689052,610500,0,-21926808,"Industrial Research Assistance Program - Contributions to Firms","Programme d'aide à la recherche industrielle - Contributions aux entreprises",,,429220846,14624948,0,370211099
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,64704472,6227100,0,0,4798751,"Contributions to the International Astronomical Observatories Program","Contributions au Programme des observatoires astronomiques internationaux",,,26647172,49083151,0,27537242
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,63925183,0,0,0,-1976628,"Contribution to TRIUMF (Canada's National Laboratory for Particle and Nuclear Physics)","Contribution à TRIUMF (Laboratoire national canadien pour la recherche en physique nucléaire et en physique des particules)",,,59325000,2623555,0,62225000
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,16365000,1348719,0,0,13505582,"Industrial Research Assistance Program - Contributions to Organizations","Programme d'aide à la recherche industrielle - Contributions aux organisations",,,31219301,0,0,24651202
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,14254000,0,0,0,5121228,"Industrial Research Assistance Program - Contributions to Youth Employment and Skills Strategy","Programme d'aide à la recherche industrielle - Contributions à la Stratégie emploi et compétence jeunesse",,,19375228,0,0,63419443
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,8039479,0,-2000000,0,968236,"Contributions under the Collaborative Science, Technology and Innovation Program","Contributions en vertu du Programme de collaboration en science, en technologie et en innovation",,,6165894,841821,0,7731419
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,659000,0,0,0,-30167,"Payment of an assessed contribution for the Bureau International des Poids et Mesures","Paiement de la quote-part versée au Bureau international des poids et mesures",,,628833,0,0,608795
2022/2023,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,"National Research Council of Canada","Conseil national de recherches du Canada",Contribution,Contribution,0,0,0,0,0,975300,"Biologics Manufacturing Centre Contribution Program","Programme de contribution du Centre de production de produits biologiques",,,975300,0,0,0
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,531550178,0,0,0,0,"Grants in support of Home Retrofits","Subventions à l'appui de rénovations maisons",,,241451457,290098721,0,53610498
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,7500000,0,0,0,0,"Grants in support of Clean Energy for Rural and Remote Communities","Subventions pour appuyer l'énergie propre pour les collectivités rurales et éloignées",,,2593715,4906285,0,12166000
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,3390000,50000,0,0,1500000,"Grants in support of Outreach and Engagement, Energy Efficiency and Energy Innovation","Subventions à l'appui de la sensibilisation et de l'engagement, de l'efficacité énergétique et de l'innovation énergétique",,,4856576,83424,0,4124215
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,2000000,0,0,0,0,"Grants for Capacity Building for Growing Canada's Forests - 2 Billion Trees","Subventions pour le renforcement des capacités pour Accroître les forêts canadiennes - 2 milliards d'arbres",,,1996240,3760,0,312000
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,1245000,0,0,0,0,"Grants in support of Geoscience","Subventions à l'appui de la géoscience",,,1244631,369,0,1200062
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,1000001,353250,0,0,819999,"Grants in support of Innovative Solutions Canada","Subventions à l'appui de Solutions innovatrices Canada",,,523036,1650214,0,2000000
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,1000000,0,0,0,0,"Grants in support of Oil Spill Recovery Technology under the program entitled Incentives to Develop Oil Spill Recovery Technologies","Subventions pour appuyer les technologies de récupération en cas de déversement d'hydrocarbures sous le programme intitulé Incitatifs pour le développement de technologies de récupération en cas de déversement d'hydrocarbures",,,1000000,0,0,0
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,1000000,0,0,0,0,"Grants in Support of the Energy Innovation Program","Subventions en soutien au Programme d'innovation énergétique",,,673299,326701,0,0
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,1000000,0,0,0,0,"Grants in support of the Canadian Interagency Forest Fire Centre","Subventions à l'appui du Centre Interservices des feux de forêt du Canada",,,1000000,0,0,1000000
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,200000,200000,0,0,0,"Grants in support of Engagement and Capacity Building, Smart Renewables and Electrification Pathways","Subventions à l'appui de l'engagement et de renforcement des capacités, des énergies renouvelables intelligentes et de trajectoires d'électrification",,,292299,107701,0,100000
2022/2023,17,"Natural Resources","Ressources naturelles",041,"Department of Natural Resources","Ministère des Ressources naturelles",Grant,Subvention,0,0,19546061,0,0,0,"Grants in support of the Green Freight Program","Subventions à l'appui du programme de transport écoénergétique de marchandises",,,0,19546061,0,0
